material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
849-000750,M4*30_不锈钢法兰内六角机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,13.00,,,1.00,,已上架
165-002005,YN580线夹固定上盖,52*32*6，黑色，QA66+30%gf,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
849-000233,ST2.6*12自攻,圆头十字尖尾 ST2.6*22 铁镀镍加硬,公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,已上架
554-000036,异步降压转换器,TCT2650STER,公用物料,pcs,个,原材料-电子料,稳压器,外购,84.00,,,1.00,1.862014,已上架
525-000103,YN580动力套组件4号_M10_中性,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
308-000012,YN525外关节碳管组件1号,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,已上架
795-000074,铅封,带编号YN6XXXXX,监测终端,pcs,个,原材料-组装料,通用机械零件,外购,17.00,,,1.00,,已上架
849-000516,M3*8_不锈钢十字圆头机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 918-2016",公用物料,pcs,个,原材料-组装料,五金件,外购,13.00,,,1.00,,已上架
966-000003,580V3外关节碳管3.0组件-3号,"""L*W*H：964.5*61.8*85.4mm， 材质：QA66+30%CF,黑色; 内嵌不锈钢关节轴套。 模内注塑""",无人机,pcs,个,原材料-半成品,委外加工半成品物料,委外,42.00,,,1.00,,已上架
165-002843,180流量计出药口水管,外径14，内径12，PA增韧水管，白色，不带波纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,0.589973,已上架
165-002289,YN525_机尾小线夹,"PA+30GF,模内注塑M3螺母，橙色",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
165-002181,580管夹-左B,L*W*H：165.2*137.5*28mm；材质：PA6+30GF+增韧剂(牌号：ZGDBSLV PA6B30CX CK101-B)，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
525-000204,580V3电机动力套组件,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,,,,1.00,,已上架
165-001820,YN580机头下外罩,灰色PP+30%GF，外观晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,19.470013,已上架
954-000065,180电调组件,,无人机,pcs,个,原材料-半成品,HD5180组装半成品,自制,1.00,,,1.00,,已上架
849-000458,M5.0*14不锈钢杯头内六角机制螺钉,304不锈钢；本色；强度等级：A2-70；第3到第10个螺牙要整圈涂耐落漆；中性盐雾72小时；符合GB /T 70.1 - 3008 标准；,公用物料,pcs,个,原材料-组装料,五金件,外购,15.00,,,1.00,,已上架
165-001344,YN540S-药箱四通手拧旋盖,"φ70*27.5；材质：QA66+30GF,黑色",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,已上架
966-000001,580V3外关节碳管3.0组件-1号,"L*W*H：964.5*61.8*85.4mm， 材质：QA66+30%CF,黑色; 内嵌不锈钢关节轴套。 壁厚3mm碳管",无人机,pcs,个,原材料-半成品,委外加工半成品物料,委外,42.00,,,1.00,,已上架
308-000003,YN525接口板组件,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,已上架
165-001840,YN580RTK支架右,88*88*108mm；黑色，QA66+30%,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,3.859967,已上架
623-000034,408卫星平地系统(海外版）,,自动驾驶,pcs,个,库存商品-产成品,408包装成品,自制,1.00,,,1.00,,已上架
165-001910,YN580作业总线不锈钢压板,L*W*H：50*26*1mm，不锈钢，原色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,已上架
849-000819,NL6*E10.8_碳钢洛帝牢双叠防松垫圈,碳钢，达克罗，中性盐雾72小时,公用物料,pcs,个,原材料-组装料,五金件,外购,10.00,,,1.00,,已上架
165-001792,YN580_离心喷头下盖,L*W*H：63.9*63*51.7mm；QA66+25%GF，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,24.00,,,1.00,2.800027,已上架
606-000009,601包装纸箱,4套装一个纸箱，尺寸：405mm*290mm*525mm，黑色印刷带LOGO,监测终端,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,,已上架
165-001819,YN580机头上外罩,橙色PP+30%GF，热熔2颗M3铜螺母，外观晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,29.849967,已上架
165-002290,YN525_机尾信号线夹,"PA+30GF,模内注塑M3螺母，橙色",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
165-002272,YN580摇摆桨轴套,304不锈钢，本色，强度等级：A2-70，中性盐雾72小时,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,已上架
849-000944,YN525流量计调节车件,304不锈钢材质，φ9.5*28,公用物料,pcs,个,原材料-组装料,五金件,外购,21.00,,,1.00,,已上架
165-001822,YN580电池托架组件_右,黑色塑胶QA66+30%GF，组装两套滚轮，一个缓冲硅胶垫,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,自制,28.00,,,1.00,,已上架
849-000616,M4*60_不锈钢杯头内六角滚花机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 70.1-2008",公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,已上架
165-003607,580V3机头上外罩-黄色,PP+30%GF，色号：QT395C，热熔2颗M3定制铜螺母，表面晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,已上架
849-000745,M4*45_不锈钢内六角机牙螺丝_整圈耐落,"3304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,24.00,,,1.00,,已上架
972-000745,LPDDR4,K4F8E3S4HD-GHCL,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,112.00,,,1.00,150.000042,已上架
795-000804,YN580外关节碳管2.0组件-2号,,无人机,pcs,个,原材料-组装料,通用机械零件,自制,42.00,,,1.00,,已上架
308-000027,YN525机臂动力套组件4号,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,已上架
994-000543,YN525_喷洒总线,,无人机,pcs,个,原材料-组装料,线束（组装线束）,外购,28.00,,,1.00,,已上架
795-000806,YN580外关节碳管2.0组件-4号,,无人机,pcs,个,原材料-组装料,通用机械零件,自制,42.00,,,1.00,,已上架
849-000067,ST5.5*25钻尾螺丝,钻尾螺丝 M5.5*25mm,公用物料,pcs,个,原材料-组装料,五金件,外购,14.00,,,1.00,,已上架
849-000926,YN525药箱盖连接8字扣,铝合金8字扣，规格φ1.5mm*9MM,公用物料,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,,已上架
165-001799,YN580内关节-2号,L*W*H：190*157*104mm；材质：QA66+30%CF，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,37.799969,已上架
849-000620,M3*20_不锈钢内六角沉头机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 70.1-2008",公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,已上架
165-001786,YN580集成药箱线卡,"L*W*H：192*32*17；材质：PP+30GF,黑色",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,1.850036,已上架
165-002074,YS410单目防尘硅胶圈,20度黑色硅胶圈,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,已上架
165-000256,1号电机支架底板圆柱(L=50mm),"直径12mm,L=50mm",自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,10.499960,已上架
849-000653,M4*35内六角螺丝,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,已上架
165-001821,YN580电池托架组件_左,黑色塑胶QA66+30%GF，组装两套滚轮，一个缓冲硅胶垫,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,自制,28.00,,,1.00,,已上架
849-000886,M4*40_不锈钢杯头机牙内六角螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,14.00,,,1.00,,已上架
165-001983,YN580药箱水泵托架,L*W*H：112*110*20mm   QA66+HF25% ，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
165-001376,YN540S_离心喷头喷碗密封氟胶圈,外径34mm，线径2mm;氟胶圈、绿色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,17.00,,,1.00,,已上架
832-000004,601机具识别传感器整机,机具识别传感器,监测终端,pcs,个,原材料-半成品,倾角识别/姿态,自制,1.00,,,1.00,,已上架
795-000810,YN580离心喷头氟橡胶软管（内径12mm）,内径12mm*外径16mm，长80mm   氟胶管，黑色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,10.00,,,1.00,2.631431,已上架
795-000302,电机安装附件包,M4*22_304不锈钢杯头滚花内六角机牙螺丝*24_(3到10个螺牙半耐落漆);M5*26_ 304不锈钢杯头滚花内六角机牙螺丝*7_(3到10个螺牙半耐落漆);以上螺丝本色;强度等级：A2-70; 符合GB /T 70.1 - 3008 标准;M16不锈钢弹簧垫片*1;M18不锈钢弹簧垫片*1;M4不锈钢弹簧垫片*6M5不锈钢弹簧垫片*6;M8不锈钢平垫片*2_(M8*16*1.5mm);以上物料需满足中性盐雾72小时；强度等级：A2-70;附件包标签需定制(物料编码、物料名称中英文),自动驾驶,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,已上架
795-000875,YN525_脚架后横梁,"""L*W*H：341*50*61.3mm；壁厚1.0mm；材质：6061铝型材，T6时效表面阳极氧化黑色哑光""",无人机,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,23.999957,已上架
525-000140,YN580药箱盖组件,YN580药箱盖组件-加药枪版,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
770-000152,4P连接器堵头-新,4P连接器堵头，黑色，协顺连接器,公用物料,pcs,个,原材料-组装料,连接器2（非电子）,外购,35.00,,,1.00,,已上架
165-003215,580V3左下管夹,材料：QA66+HF15+增韧剂，黑色，BL标识,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,7.400031,已上架
525-000024,YN580探照灯组件,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
165-001580,密封圈外径44*3.5,外径44mm，线径3.5mm    黑色，丁晴橡胶淘宝标准件,公用物料,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,8.00,,,1.00,0.151872,已上架
165-003221,580V3图传天线固定带,45°橡胶，颜色：PANTONE black 6c；,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,2.500012,已上架
590-000064,农业全程作业智能探测系统,YNGPCS700E1-单摄像头-无线机具-北斗包装BOM,监测终端,pcs,个,库存商品-产成品,701包装成品,自制,1.00,,,1.00,,已上架
849-000507,M4*6_不锈钢杯头内六角滚花机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时，符合GB/T 70.1-2008",公用物料,pcs,个,原材料-组装料,五金件,外购,13.00,,,1.00,,已上架
165-002288,YN525_机尾线仓盖,PP+30%gf，灰色塑胶，表面晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
165-001813,YN580关节转轴,轴径11*长82mm；材质：TUS316H,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,18.050055,已上架
308-000013,YN525外关节碳管组件2号,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,已上架
356-000402,2P电源连接器板端_插针_灰色,C615-0110，焊板式防水连接器 2P插针，灰色,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,35.00,,,1.00,,已上架
838-000158,YN540proRTK天线,"HX-DUX611A；带fakra-A防水母头，线径2.5mm黑色线（SG316）,低损，84编织，铜包铜，线长：不算fakra头170mm",无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,已上架
165-001444,YN540S-E14止回阀活塞,"φ12*9mm；""QA66+30GF,黑色""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,已上架
165-002043,YN580桨叶保持托架,EVA，模切，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,,已上架
525-000093,YN580机臂动力套组件3号_M10_中性,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
525-000053,YN580离心喷头雾化盘组件,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
849-000694,M3*8_不锈钢十字扁平头机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,已上架
U00-000160,北斗车载智能终端系统,UA411,智能定位,pcs,个,库存商品-产成品,远程运维终端包装成品,自制,1.00,,,1.00,,已上架
165-002350,YN525药箱出药口四通,"""L*W*H：130*120*104材质：QA66+30GF,黑色""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
165-001837,YN580机尾铝挤支架,18*150*5；6061，表面氧化黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,40.849952,已上架
525-000159,YN580摇摆桨CW-20-总装版,YN580摇摆桨CW-20-总装版,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,已上架
367-000061,农业无人飞机,YN580国内整机包（单北斗）-70L双离心无双目版,无人机,pcs,个,库存商品-产成品,无人机包装成品,自制,1.00,,,1.00,,已上架
165-001788,YN580流量计出药口水管,外径14，内径12，PA波纹水管，PA波纹管，预弯成型,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,3.040039,已上架
165-002315,YN525_脚架连接件2号,"""L*W*H：71.9*57.4*60.8mm;材质：QA66+30%CF，黑色嵌M4螺母1pcs""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,已上架
525-000160,YN580摇摆桨基座组件带耐磨不锈钢片-10,L*W*H：123*67.3*28mm，6061铝合金-T6，黑色阳极氧化带本色不锈钢片,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,21.00,,,1.00,,已上架
784-000132,YN540s_药箱盖组件,,无人机,pcs,个,原材料-半成品,HD540PRO整机,自制,1.00,,,1.00,,已上架
165-001842,YN580机尾下外罩,480x165.5x82mm；PP+30%gf，灰色塑胶，表面晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,15.099964,已上架
165-001824,YN580雷达探照灯硅胶线卡,75度黑色硅胶件,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,4.649950,已上架
972-000264,IMU,IIM-42652,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,210.00,,,1.00,9.700033,已上架
363-000205,701CAN口一拖二线束,线束总长4米，一端连接器A108L-8A，另一端连接器CJ-M12防水4P-G101,监测终端,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,21.000033,已上架
165-003206,580V3电池托架组件_右,黑色塑胶QA66+30%GF，组装两套灰色滚轮，一个缓冲硅胶垫,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,27.800034,已上架
165-000526,YN540电池固定扣,6061铝挤机加工，原色阳极氧化,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,3.399944,已上架
