seq_no,bom_version,bom_material_code,bom_level,material_code,material_name,usage_numerator,usage_denominator,standard_usage,variable_loss_rate,demand_quantity,alt_group_no,alt_part,alt_priority,alt_method,parent_material_code
199,2026-08-05,382-000005,4,725-000133,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,68,,0,替代,588-000726
200,2026-08-05,382-000005,4,725-000295,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,68,√,1,替代,588-000726
201,2026-08-05,382-000005,4,725-000025,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,69,,0,替代,588-000726
202,2026-08-05,382-000005,4,725-000325,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,69,√,1,替代,588-000726
203,2026-08-05,382-000005,4,725-000372,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,69,√,2,替代,588-000726
204,2026-08-05,382-000005,4,725-000054,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,70,,0,替代,588-000726
205,2026-08-05,382-000005,4,725-000370,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,70,√,1,替代,588-000726
206,2026-08-05,382-000005,4,725-000070,贴片陶瓷电容,10.000000,1.000000,10.000000,0.00,10.000000,71,,0,替代,588-000726
207,2026-08-05,382-000005,4,725-000343,贴片陶瓷电容,10.000000,1.000000,10.000000,0.00,10.000000,71,√,1,替代,588-000726
208,2026-08-05,382-000005,4,725-000026,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,72,,0,替代,588-000726
209,2026-08-05,382-000005,4,725-000357,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,72,√,1,替代,588-000726
210,2026-08-05,382-000005,4,454-000118,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,73,,0,替代,588-000726
211,2026-08-05,382-000005,4,454-000221,二极管,1.000000,1.000000,1.000000,0.00,1.000000,73,√,1,替代,588-000726
212,2026-08-05,382-000005,4,454-000174,肖特基二极管,5.000000,1.000000,5.000000,0.00,5.000000,74,,0,替代,588-000726
213,2026-08-05,382-000005,4,454-000318,肖特基二极管,5.000000,1.000000,5.000000,0.00,5.000000,74,√,1,替代,588-000726
214,2026-08-05,382-000005,4,358-000081,N沟道MOS管,7.000000,1.000000,7.000000,0.00,7.000000,75,,0,替代,588-000726
215,2026-08-05,382-000005,4,358-000080,N沟道MOS管,7.000000,1.000000,7.000000,0.00,7.000000,75,√,1,替代,588-000726
216,2026-08-05,382-000005,4,358-000100,N沟道MOS管,7.000000,1.000000,7.000000,0.00,7.000000,75,√,2,替代,588-000726
217,2026-08-05,382-000005,4,358-000091,NPN三极管,12.000000,1.000000,12.000000,0.00,12.000000,76,,0,替代,588-000726
218,2026-08-05,382-000005,4,454-000082,NPN三极管,12.000000,1.000000,12.000000,0.00,12.000000,76,√,1,替代,588-000726
219,2026-08-05,382-000005,4,539-000008,贴片电阻,87.000000,1.000000,87.000000,0.00,87.000000,77,,0,替代,588-000726
220,2026-08-05,382-000005,4,539-000421,贴片电阻,87.000000,1.000000,87.000000,0.00,87.000000,77,√,1,替代,588-000726
221,2026-08-05,382-000005,4,539-000086,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,78,,0,替代,588-000726
222,2026-08-05,382-000005,4,539-000232,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,78,√,1,替代,588-000726
223,2026-08-05,382-000005,4,539-000011,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,79,,0,替代,588-000726
224,2026-08-05,382-000005,4,539-000198,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,79,√,1,替代,588-000726
225,2026-08-05,382-000005,4,539-000005,贴片电阻,47.000000,1.000000,47.000000,0.00,47.000000,80,,0,替代,588-000726
226,2026-08-05,382-000005,4,539-000184,贴片电阻,47.000000,1.000000,47.000000,0.00,47.000000,80,√,1,替代,588-000726
227,2026-08-05,382-000005,4,539-000409,贴片电阻,47.000000,1.000000,47.000000,0.00,47.000000,80,√,2,替代,588-000726
228,2026-08-05,382-000005,4,539-000157,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,81,,0,替代,588-000726
229,2026-08-05,382-000005,4,539-000406,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,81,√,1,替代,588-000726
230,2026-08-05,382-000005,4,539-000028,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,82,,0,替代,588-000726
231,2026-08-05,382-000005,4,539-000180,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,82,√,1,替代,588-000726
232,2026-08-05,382-000005,4,539-000001,贴片电阻,19.000000,1.000000,19.000000,0.00,19.000000,83,,0,替代,588-000726
233,2026-08-05,382-000005,4,539-000175,贴片电阻,19.000000,1.000000,19.000000,0.00,19.000000,83,√,1,替代,588-000726
234,2026-08-05,382-000005,4,539-000040,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,84,,0,替代,588-000726
235,2026-08-05,382-000005,4,539-000203,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,84,√,1,替代,588-000726
236,2026-08-05,382-000005,4,539-000012,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,85,,0,替代,588-000726
237,2026-08-05,382-000005,4,539-000205,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,85,√,1,替代,588-000726
238,2026-08-05,382-000005,4,539-000106,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,86,,0,替代,588-000726
239,2026-08-05,382-000005,4,539-000227,贴片电阻,5.000000,1.000000,5.000000,0.00,5.000000,86,√,1,替代,588-000726
240,2026-08-05,382-000005,4,539-000242,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,87,,0,替代,588-000726
241,2026-08-05,382-000005,4,539-000407,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,87,√,1,替代,588-000726
242,2026-08-05,382-000005,4,539-000021,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,88,,0,替代,588-000726
243,2026-08-05,382-000005,4,539-000225,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,88,√,1,替代,588-000726
244,2026-08-05,382-000005,4,539-000022,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,89,,0,替代,588-000726
245,2026-08-05,382-000005,4,539-000226,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,89,√,1,替代,588-000726
246,2026-08-05,382-000005,4,539-000161,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,90,,0,替代,588-000726
247,2026-08-05,382-000005,4,539-000267,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,90,√,1,替代,588-000726
248,2026-08-05,382-000005,4,895-000087,总高8mm正贴轻触开关,1.000000,1.000000,1.000000,0.00,1.000000,91,,0,替代,588-000726
249,2026-08-05,382-000005,4,895-000090,轻触开关,1.000000,1.000000,1.000000,0.00,1.000000,91,√,1,替代,588-000726
250,2026-08-05,382-000005,4,454-000034,TVS二极管,8.000000,1.000000,8.000000,0.00,8.000000,92,,0,替代,588-000726
251,2026-08-05,382-000005,4,454-000337,TVS二极管,8.000000,1.000000,8.000000,0.00,8.000000,92,√,1,替代,588-000726
252,2026-08-05,382-000005,4,972-000746,CPU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
253,2026-08-05,382-000005,4,972-000745,LPDDR4,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
254,2026-08-05,382-000005,4,972-000744,PMIC,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
255,2026-08-05,382-000005,4,733-000121,贴片共模电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
256,2026-08-05,382-000005,4,554-000036,异步降压转换器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
257,2026-08-05,382-000005,4,554-000069,线性稳压器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
258,2026-08-05,382-000005,4,972-000273,DC-DC电源芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
259,2026-08-05,382-000005,4,972-000338,LDO,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
260,2026-08-05,382-000005,4,972-000418,BOOST芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
261,2026-08-05,382-000005,4,972-000587,负载开关,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
262,2026-08-05,382-000005,4,972-000333,限流负载开关,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
263,2026-08-05,382-000005,4,972-000196,视频解码器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
264,2026-08-05,382-000005,4,972-000743,LED驱动,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
265,2026-08-05,382-000005,4,972-000536,MCU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
266,2026-08-05,382-000005,4,972-000448,MCU电源监控芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
267,2026-08-05,382-000005,4,972-000270,音频功放,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
268,2026-08-05,382-000005,4,972-000610,CAN收发器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
269,2026-08-05,382-000005,4,972-000432,逻辑芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
270,2026-08-05,382-000005,4,972-000323,SS232收发器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
271,2026-08-05,382-000005,4,972-000085,WIFI+蓝牙模块,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
272,2026-08-05,382-000005,4,972-000303,随机存储器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
273,2026-08-05,382-000005,4,972-000770,DCDC转换器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
274,2026-08-05,382-000005,4,972-000741,电压监控IC,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
275,2026-08-05,382-000005,4,527-000036,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
276,2026-08-05,382-000005,4,527-000038,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
277,2026-08-05,382-000005,4,725-000342,法拉电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
278,2026-08-05,382-000005,4,356-000081,IPEX天线座,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
279,2026-08-05,382-000005,4,356-000200,40pin卧贴抽屉式FPC连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
280,2026-08-05,382-000005,4,725-000174,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,0,,0,,588-000726
281,2026-08-05,382-000005,4,725-000167,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
282,2026-08-05,382-000005,4,725-000041,贴片陶瓷电容,18.000000,1.000000,18.000000,0.00,18.000000,0,,0,,588-000726
283,2026-08-05,382-000005,4,725-000118,贴片陶瓷电容,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
284,2026-08-05,382-000005,4,725-000033,贴片陶瓷电容,33.000000,1.000000,33.000000,0.00,33.000000,0,,0,,588-000726
285,2026-08-05,382-000005,4,725-000089,贴片陶瓷电容,41.000000,1.000000,41.000000,0.00,41.000000,0,,0,,588-000726
286,2026-08-05,382-000005,4,725-000015,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
287,2026-08-05,382-000005,4,725-000104,贴片陶瓷电容,13.000000,1.000000,13.000000,0.00,13.000000,0,,0,,588-000726
288,2026-08-05,382-000005,4,725-000019,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000726
289,2026-08-05,382-000005,4,725-000048,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000726
290,2026-08-05,382-000005,4,725-000083,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
291,2026-08-05,382-000005,4,725-000046,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000726
292,2026-08-05,382-000005,4,725-000101,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000726
293,2026-08-05,382-000005,4,725-000170,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
294,2026-08-05,382-000005,4,725-000007,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
295,2026-08-05,382-000005,4,725-000129,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
296,2026-08-05,382-000005,4,725-000242,贴片陶瓷电容,79.000000,1.000000,79.000000,0.00,79.000000,0,,0,,588-000726
297,2026-08-05,382-000005,4,725-000249,贴片陶瓷电容,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000726
298,2026-08-05,382-000005,4,725-000448,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000726
299,2026-08-05,382-000005,4,725-000069,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,0,,0,,588-000726
300,2026-08-05,382-000005,4,454-000206,稳压二极管,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
301,2026-08-05,382-000005,4,454-000009,肖特基二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
302,2026-08-05,382-000005,4,454-000256,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
303,2026-08-05,382-000005,4,454-000187,肖特基二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
304,2026-08-05,382-000005,4,454-000181,贴片开关二极管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
305,2026-08-05,382-000005,4,454-000258,ESD二极管,18.000000,1.000000,18.000000,0.00,18.000000,0,,0,,588-000726
306,2026-08-05,382-000005,4,454-000050,ESD二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
307,2026-08-05,382-000005,4,690-000012,贴片发光二极管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
308,2026-08-05,382-000005,4,454-000068,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
309,2026-08-05,382-000005,4,733-000154,贴片磁珠,11.000000,1.000000,11.000000,0.00,11.000000,0,,0,,588-000726
310,2026-08-05,382-000005,4,733-000084,贴片磁珠,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
311,2026-08-05,382-000005,4,356-000491,M12防水8P-B款板端公头-26L,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
312,2026-08-05,382-000005,4,356-000490,M12防水5P-A款板端公头-26L,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
313,2026-08-05,382-000005,4,356-000557,M12防水6P-A款板端公头-26L,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
314,2026-08-05,382-000005,4,454-000322,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
315,2026-08-05,382-000005,4,356-000251,白色贴片插座母座,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
316,2026-08-05,382-000005,4,356-000559,双排排母 立贴 2.0Pitch 2X5pin,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
317,2026-08-05,382-000005,4,356-000561,双排排母 立贴 2.0Pitch 2X4pin,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
318,2026-08-05,382-000005,4,356-000563,双排排母 立贴 2.0Pitch 2X7pin,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
319,2026-08-05,382-000005,4,849-000215,1.37线径射频线夹,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
320,2026-08-05,382-000005,4,733-000100,贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
321,2026-08-05,382-000005,4,733-000023,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
322,2026-08-05,382-000005,4,733-000082,功率电感,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000726
323,2026-08-05,382-000005,4,733-000130,贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
324,2026-08-05,382-000005,4,733-000039,绕线贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
325,2026-08-05,382-000005,4,733-000038,绕线贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
326,2026-08-05,382-000005,4,733-000043,绕线贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
327,2026-08-05,382-000005,4,849-000929,贴片螺母,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
328,2026-08-05,382-000005,4,849-000928,贴片螺母,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
329,2026-08-05,382-000005,4,849-000011,贴片螺母,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
330,2026-08-05,382-000005,4,358-000166,贴片PMOS管,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000726
331,2026-08-05,382-000005,4,358-000180,MOSFET,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
332,2026-08-05,382-000005,4,539-000124,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
333,2026-08-05,382-000005,4,539-000046,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
334,2026-08-05,382-000005,4,539-000374,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
335,2026-08-05,382-000005,4,539-000237,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
336,2026-08-05,382-000005,4,539-000382,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
337,2026-08-05,382-000005,4,539-000147,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
338,2026-08-05,382-000005,4,539-000082,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
339,2026-08-05,382-000005,4,539-000075,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
340,2026-08-05,382-000005,4,539-000318,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
341,2026-08-05,382-000005,4,539-000162,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
342,2026-08-05,382-000005,4,539-000015,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
343,2026-08-05,382-000005,4,539-000031,贴片电阻,8.000000,1.000000,8.000000,0.00,8.000000,0,,0,,588-000726
344,2026-08-05,382-000005,4,539-000249,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
345,2026-08-05,382-000005,4,539-000042,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
346,2026-08-05,382-000005,4,539-000287,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
347,2026-08-05,382-000005,4,539-000014,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
348,2026-08-05,382-000005,4,539-000048,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
349,2026-08-05,382-000005,4,539-000002,贴片电阻,54.000000,1.000000,54.000000,0.00,54.000000,0,,0,,588-000726
350,2026-08-05,382-000005,4,539-000264,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
351,2026-08-05,382-000005,4,539-000006,贴片电阻,10.000000,1.000000,10.000000,0.00,10.000000,0,,0,,588-000726
352,2026-08-05,382-000005,4,539-000045,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
353,2026-08-05,382-000005,4,539-000050,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
354,2026-08-05,382-000005,4,539-000073,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
355,2026-08-05,382-000005,4,539-000018,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
356,2026-08-05,382-000005,4,539-000070,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
357,2026-08-05,382-000005,4,539-000171,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
358,2026-08-05,382-000005,4,539-000159,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
359,2026-08-05,382-000005,4,539-000248,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
360,2026-08-05,382-000005,4,539-000241,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
361,2026-08-05,382-000005,4,539-000094,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
362,2026-08-05,382-000005,4,539-000099,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
363,2026-08-05,382-000005,4,539-000037,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
364,2026-08-05,382-000005,4,539-000103,贴片电阻,11.000000,1.000000,11.000000,0.00,11.000000,0,,0,,588-000726
365,2026-08-05,382-000005,4,539-000027,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
366,2026-08-05,382-000005,4,539-000251,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000726
367,2026-08-05,382-000005,4,539-000110,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
368,2026-08-05,382-000005,4,539-000100,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000726
369,2026-08-05,382-000005,4,539-000138,贴片电阻,11.000000,1.000000,11.000000,0.00,11.000000,0,,0,,588-000726
370,2026-08-05,382-000005,4,539-000326,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
371,2026-08-05,382-000005,4,539-000120,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000726
